Movie Rank,Movie Name,Year of Release,IMDB Rating,Runtime,Genre,Rated
37,John Wick: Chapter 3 - Parabellum,2019,7.4,130,"
Action, Crime, Thriller            ",R
38,The Lord of the Rings: The Two Towers,2002,8.8,179,"
Action, Adventure, Drama            ",PG-13
39,Mad Max: Fury Road,2015,8.1,120,"
Action, Adventure, Sci-Fi            ",R
40,John Wick: Chapter 2,2017,7.4,122,"
Action, Crime, Thriller            ",R
41,Free Guy,2021,7.1,115,"
Action, Adventure, Comedy            ",PG-13
42,Ghostbusters: Afterlife,2021,7.1,124,"
Adventure, Comedy, Fantasy            ",PG-13
43,Wrath of Man,2021,7.1,119,"
Action, Crime, Thriller            ",R
44,Hacksaw Ridge,2016,8.1,139,"
Biography, Drama, History            ",R
45,Rocky,1976,8.1,120,"
Drama, Sport            ",PG
46,Eternals,2021,6.3,156,"
Action, Adventure, Fantasy            ",PG-13
47,Star Wars: Episode VII - The Force Awakens,2015,7.8,138,"
Action, Adventure, Sci-Fi            ",PG-13
48,Troy,2004,7.3,163,"
Drama            ",R
49,The Dark Knight Rises,2012,8.4,164,"
Action, Drama            ",PG-13
50,The Adam Project,2022,6.7,106,"
Action, Adventure, Comedy            ",PG-13
1,Knives Out,2019,7.9,130,"
Comedy, Crime, Drama            ",PG-13
2,The Batman,2022,7.8,176,"
Action, Crime, Drama            ",PG-13
3,See How They Run,2022,6.5,98,"
Comedy, Crime, Mystery            ",PG-13
4,Prisoners,2013,8.1,153,"
Crime, Drama, Mystery            ",R
5,The Dark Knight,2008,9,152,"
Action, Crime, Drama            ",PG-13
6,Blade Runner 2049,2017,8,164,"
Action, Drama, Mystery            ",R
7,GoodFellas,1990,8.7,145,"
Biography, Crime, Drama            ",R
8,Heat,1995,8.3,170,"
Action, Crime, Drama            ",R
9,Die Hard,1988,8.2,132,"
Action, Thriller            ",R
10,Joker,I) (2019,8.4,122,"
Crime, Drama, Thriller            ",R
11,Gone Girl,2014,8.1,149,"
Drama, Mystery, Thriller            ",R
12,Side Effects,I) (2013,7.1,106,"
Crime, Drama, Mystery            ",R
13,The Little Things,2021,6.3,128,"
Crime, Drama, Mystery            ",R
14,The Guilty,2021,6.3,90,"
Crime, Drama, Thriller            ",R
15,Se7en,1995,8.6,127,"
Crime, Drama, Mystery            ",R
16,Last Night in Soho,2021,7.1,116,"
Drama, Horror, Mystery            ",R
17,Kick-Ass,2010,7.6,117,"
Action, Comedy, Crime            ",R
18,The Dark Knight Rises,2012,8.4,164,"
Action, Drama            ",PG-13
19,Nocturnal Animals,2016,7.5,116,"
Drama, Thriller            ",R
20,Memory,2022,5.7,114,"
Action, Crime, Thriller            ",R
21,Blade Runner,1982,8.1,117,"
Action, Drama, Sci-Fi            ",R
22,Batman Begins,2005,8.2,140,"
Action, Crime, Drama            ",PG-13
23,Promising Young Woman,2020,7.5,113,"
Crime, Drama, Mystery            ",R
24,West Side Story,1961,7.6,153,"
Crime, Drama, Musical            ",Approved
25,Bullitt,1968,7.4,114,"
Action, Crime, Thriller            ",M/PG
26,Basic Instinct,1992,7,127,"
Drama, Mystery, Thriller            ",R
27,Nightcrawler,2014,7.8,117,"
Crime, Drama, Thriller            ",R
28,Zodiac,2007,7.7,157,"
Crime, Drama, Mystery            ",R
29,In the Heat of the Night,1967,7.9,110,"
Drama, Mystery, Thriller            ",Approved
30,West Side Story,2021,7.2,156,"
Crime, Drama, Musical            ",PG-13
31,The Fast and the Furious,2001,6.8,106,"
Action, Crime, Thriller            ",PG-13
32,The Equalizer,2014,7.2,132,"
Action, Crime, Thriller            ",R
33,"Confess, Fletch",2022,6.5,98,"
Comedy, Crime            ",R
34,Kill Bill: Vol. 1,2003,8.2,111,"
Action, Crime, Drama            ",R
35,Legend,I) (2015,6.9,132,"
Biography, Crime, Drama            ",R
36,Tusk,I) (2014,5.3,102,"
Comedy, Horror            ",R
37,The Sting,1973,8.3,129,"
Comedy, Crime, Drama            ",PG
38,Suspiria,I) (2018,6.7,152,"
Drama, Fantasy, Horror            ",R
39,Bastille Day,2016,6.3,92,"
Action, Crime, Drama            ",R
40,Hell or High Water,II) (2016,7.6,102,"
Crime, Drama, Thriller            ",R
41,The Exorcist,1973,8.1,122,"
Horror            ",R
42,Watchmen,2009,7.6,162,"
Action, Drama, Mystery            ",R
43,The Imitation Game,2014,8,114,"
Biography, Drama, Thriller            ",PG-13
44,Sin City,2005,8,124,"
Crime, Thriller            ",R
45,The Snowman,2017,5.1,119,"
Crime, Drama, Thriller            ",R
46,Memories of Murder,2003,8.1,132,"
Crime, Drama, Mystery            ",Not Rated
47,Minority Report,2002,7.6,145,"
Action, Crime, Mystery            ",PG-13
48,The 'Burbs,1989,6.8,102,"
Comedy, Mystery, Thriller            ",PG
49,Die Hard 2,1990,7.1,124,"
Action, Thriller            ",R
50,Unfaithful,2002,6.7,124,"
Drama, Romance, Thriller            ",R
1,Avatar: The Way of Water,2022,7.9,192,"
Action, Adventure, Fantasy            ",PG-13
2,Avatar,2009,7.9,162,"
Action, Adventure, Fantasy            ",PG-13
3,Top Gun: Maverick,2022,8.3,130,"
Action, Drama            ",PG-13
4,Black Adam,2022,6.4,125,"
Action, Adventure, Fantasy            ",PG-13
5,Top Gun,1986,6.9,109,"
Action, Drama            ",PG
6,Black Panther: Wakanda Forever,2022,7.2,161,"
Action, Adventure, Drama            ",PG-13
7,The Batman,2022,7.8,176,"
Action, Crime, Drama            ",PG-13
8,No Time to Die,2021,7.3,163,"
Action, Adventure, Thriller            ",PG-13
9,Jurassic World: Dominion,2022,5.6,147,"
Action, Adventure, Sci-Fi            ",PG-13
10,Encanto,2021,7.2,102,"
Animation, Comedy, Family            ",PG
11,The Shawshank Redemption,1994,9.3,142,"
Drama            ",R
12,Harry Potter and the Sorcerer's Stone,2001,7.6,152,"
Adventure, Family, Fantasy            ",PG
13,Interstellar,2014,8.6,169,"
Adventure, Drama, Sci-Fi            ",PG-13
14,Love Actually,2003,7.6,135,"
Comedy, Drama, Romance            ",R
15,Titanic,1997,7.9,194,"
Drama, Romance            ",PG-13
16,Fantastic Beasts: The Secrets of Dumbledore,2022,6.2,142,"
Adventure, Family, Fantasy            ",PG-13
17,Thor: Love and Thunder,2022,6.3,118,"
Action, Adventure, Comedy            ",PG-13
18,The Addams Family,1991,6.9,99,"
Comedy, Fantasy            ",PG-13
19,Home Alone,1990,7.7,103,"
Comedy, Family            ",PG
20,The Lord of the Rings: The Fellowship of the Ring,2001,8.8,178,"
Action, Adventure, Drama            ",PG-13
21,Spider-Man: No Way Home,2021,8.2,148,"
Action, Adventure, Fantasy            ",PG-13
22,Pulp Fiction,1994,8.9,154,"
Crime, Drama            ",R
23,Good Will Hunting,1997,8.3,126,"
Drama, Romance            ",R
24,Avengers: Endgame,2019,8.4,181,"
Action, Adventure, Drama            ",PG-13
25,The Dark Knight,2008,9,152,"
Action, Crime, Drama            ",PG-13
26,Inception,2010,8.8,148,"
Action, Adventure, Sci-Fi            ",PG-13
27,Tenet,2020,7.3,150,"
Action, Sci-Fi, Thriller            ",PG-13
28,The Mummy,1999,7.1,124,"
Action, Adventure, Fantasy            ",PG-13
29,Grease,1978,7.2,110,"
Comedy, Musical, Romance            ",PG
30,GoodFellas,1990,8.7,145,"
Biography, Crime, Drama            ",R
31,Forrest Gump,1994,8.8,142,"
Drama, Romance            ",PG-13
32,The Goonies,1985,7.7,114,"
Adventure, Comedy, Family            ",PG
33,Harry Potter and the Goblet of Fire,2005,7.7,157,"
Adventure, Family, Fantasy            ",PG-13
34,Raiders of the Lost Ark,1981,8.4,115,"
Action, Adventure            ",PG
35,Die Hard,1988,8.2,132,"
Action, Thriller            ",R
36,Gladiator,2000,8.5,155,"
Action, Adventure, Drama            ",R
37,Jurassic Park,1993,8.2,127,"
Action, Adventure, Sci-Fi            ",PG-13
38,Joker,I) (2019,8.4,122,"
Crime, Drama, Thriller            ",R
39,Doctor Strange in the Multiverse of Madness,2022,6.9,126,"
Action, Adventure, Fantasy            ",PG-13
40,Get Out,I) (2017,7.7,104,"
Horror, Mystery, Thriller            ",R
41,The Lord of the Rings: The Return of the King,2003,9,201,"
Action, Adventure, Drama            ",PG-13
42,Rogue One: A Star Wars Story,2016,7.8,133,"
Action, Adventure, Sci-Fi            ",PG-13
43,The Blue Lagoon,1980,5.8,104,"
Adventure, Drama, Romance            ",R
44,Back to the Future,1985,8.5,116,"
Adventure, Comedy, Sci-Fi            ",PG
45,Guardians of the Galaxy,2014,8,121,"
Action, Adventure, Comedy            ",PG-13
46,Indiana Jones and the Last Crusade,1989,8.2,127,"
Action, Adventure            ",PG-13
47,The Evil Dead,1981,7.4,85,"
Horror            ",NC-17
48,The Prestige,2006,8.5,130,"
Drama, Mystery, Sci-Fi            ",PG-13
49,The Hunger Games,2012,7.2,142,"
Action, Adventure, Sci-Fi            ",PG-13
50,The Godfather: Part II,1974,9,202,"
Crime, Drama            ",R
1,"The Good, the Bad and the Ugly",1966,8.8,178,"
Adventure, Western            ",Approved
2,Once Upon a Time in the West,1968,8.5,165,"
Western            ",PG-13
3,Django Unchained,2012,8.4,165,"
Drama, Western            ",R
4,Unforgiven,1992,8.2,130,"
Drama, Western            ",R
5,For a Few Dollars More,1965,8.2,132,"
Western            ",R
6,The Treasure of the Sierra Madre,1948,8.2,126,"
Adventure, Drama, Western            ",Passed
7,The Man Who Shot Liberty Valance,1962,8.1,123,"
Drama, Western            ",Approved
8,The Gold Rush,1925,8.1,95,"
Adventure, Comedy, Drama            ",Passed
9,Greed,1924,8.1,140,"
Drama, Thriller, Western            ",Not Rated
10,The Revenant,2015,8,156,"
Action, Adventure, Drama            ",R
11,Dances with Wolves,1990,8,181,"
Adventure, Drama, Western            ",PG-13
12,Butch Cassidy and the Sundance Kid,1969,8,110,"
Biography, Crime, Drama            ",PG
13,High Noon,1952,8,85,"
Drama, Thriller, Western            ",PG
14,Rio Bravo,1959,8,141,"
Western            ",Passed
15,The Ox-Bow Incident,1942,8,75,"
Drama, Western            ",Passed
16,The Searchers,1956,7.9,119,"
Adventure, Drama, Western            ",Passed
17,The Wild Bunch,1969,7.9,135,"
Action, Adventure, Western            ",R
18,The Big Country,1958,7.9,166,"
Romance, Western            ",Passed
19,The Hateful Eight,2015,7.8,168,"
Crime, Drama, Mystery            ",R
20,Tombstone,1993,7.8,130,"
Biography, Drama, History            ",R
21,Stagecoach,1939,7.8,96,"
Adventure, Drama, Western            ",Passed
22,The Outlaw Josey Wales,1976,7.8,135,"
Western            ",PG
23,Red River,1948,7.8,133,"
Drama, Western            ",Passed
24,Hud,1963,7.8,112,"
Drama, Western            ",Passed
25,Wind River,2017,7.7,107,"
Crime, Drama, Mystery            ",R
26,3:10 to Yuma,2007,7.7,122,"
Action, Crime, Drama            ",R
27,Blazing Saddles,1974,7.7,93,"
Comedy, Western            ",R
28,The Magnificent Seven,1960,7.7,128,"
Action, Adventure, Western            ",Approved
29,My Darling Clementine,1946,7.7,97,"
Drama, Romance, Western            ",Passed
30,Hell,2010,7.7,149,"
Action, Comedy, Crime            ",NC-17
31,Bad Day at Black Rock,1955,7.7,81,"
Crime, Drama, Mystery            ",Passed
32,The Gunfighter,1950,7.7,85,"
Western            ",Not Rated
33,Hell or High Water,II) (2016,7.6,102,"
Crime, Drama, Thriller            ",R
34,True Grit,2010,7.6,110,"
Drama, Western            ",PG-13
35,Giant,1956,7.6,201,"
Drama, Western            ",G
36,Jeremiah Johnson,1972,7.6,108,"
Adventure, Drama, Western            ",GP
37,Shane,1953,7.6,118,"
Drama, Western            ",Not Rated
38,"Duck, You Sucker!",1971,7.6,138,"
Drama, War, Western            ",PG
39,The Shootist,1976,7.6,100,"
Drama, Romance, Western            ",PG
40,Little Big Man,1970,7.6,139,"
Adventure, Comedy, Drama            ",PG-13
41,McCabe & Mrs. Miller,1971,7.6,120,"
Drama, Western            ",R
42,3:10 to Yuma,1957,7.6,92,"
Drama, Thriller, Western            ",Not Rated
43,Johnny Guitar,1954,7.6,110,"
Drama, Western            ",Not Rated
44,Winchester '73,1950,7.6,92,"
Action, Drama, Western            ",Passed
45,Destry Rides Again,1939,7.6,95,"
Comedy, Western            ",Approved
46,Legends of the Fall,1994,7.5,133,"
Drama, Romance, War            ",R
47,The Assassination of Jesse James by the Coward Robert Ford,2007,7.5,160,"
Biography, Crime, Drama            ",R
48,El Dorado,1966,7.5,126,"
Drama, Romance, Western            ",Passed
49,Dead Man,1995,7.5,121,"
Adventure, Drama, Fantasy            ",R
50,Of Mice and Men,1992,7.5,115,"
Drama, Western            ",PG-13
1,Life Is Beautiful,1997,8.6,116,"
Comedy, Drama, Romance            ",PG-13
2,"Pretty Village, Pretty Flame",1996,8.6,115,"
Comedy, Drama, History            ",N/A
3,Back to the Future,1985,8.5,116,"
Adventure, Comedy, Sci-Fi            ",PG
4,The Intouchables,2011,8.5,112,"
Biography, Comedy, Drama            ",R
5,Modern Times,1936,8.5,87,"
Comedy, Drama, Romance            ",G
6,City Lights,1931,8.5,87,"
Comedy, Drama, Romance            ",G
7,Spider-Man: Into the Spider-Verse,2018,8.4,117,"
Animation, Action, Adventure            ",PG
8,Coco,I) (2017,8.4,105,"
Animation, Adventure, Comedy            ",PG
9,3 Idiots,2009,8.4,170,"
Comedy, Drama            ",PG-13
10,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1964,8.4,95,"
Comedy, War            ",PG
11,The Great Dictator,1940,8.4,125,"
Comedy, Drama, War            ",G
12,Singin' in the Rain,1952,8.3,103,"
Comedy, Musical, Romance            ",G
13,The Sting,1973,8.3,129,"
Comedy, Crime, Drama            ",PG
14,Toy Story,1995,8.3,81,"
Animation, Adventure, Comedy            ",G
15,Amélie,2001,8.3,122,"
Comedy, Romance            ",R
16,Up,2009,8.3,96,"
Animation, Adventure, Comedy            ",PG
17,The Apartment,1960,8.3,125,"
Comedy, Drama, Romance            ",Approved
18,Toy Story 3,2010,8.3,103,"
Animation, Adventure, Comedy            ",G
19,The Kid,1921,8.3,68,"
Comedy, Drama, Family            ",Passed
20,The Wolf of Wall Street,2013,8.2,180,"
Biography, Comedy, Crime            ",R
21,Green Book,2018,8.2,130,"
Biography, Comedy, Drama            ",PG-13
22,Snatch,2000,8.2,102,"
Comedy, Crime            ",R
23,Inside Out,I) (2015,8.2,95,"
Animation, Adventure, Comedy            ",PG
24,The Truman Show,1998,8.2,103,"
Comedy, Drama            ",PG
25,Klaus,2019,8.2,96,"
Animation, Adventure, Comedy            ",PG
26,"Lock, Stock and Two Smoking Barrels",1998,8.2,107,"
Action, Comedy, Crime            ",R
27,Finding Nemo,2003,8.2,100,"
Animation, Adventure, Comedy            ",G
28,Some Like It Hot,1959,8.2,121,"
Comedy, Music, Romance            ",Passed
29,Monty Python and the Holy Grail,1975,8.2,91,"
Adventure, Comedy, Fantasy            ",PG
30,To Be or Not to Be,1942,8.2,99,"
Comedy, Romance, War            ",Passed
31,Andhadhun,2018,8.2,139,"
Comedy, Crime, Music            ",Not Rated
32,Zindagi Na Milegi Dobara,2011,8.2,155,"
Comedy, Drama, Musical            ",Not Rated
33,Sherlock Jr.,1924,8.2,45,"
Action, Comedy, Romance            ",Passed
34,It's Such a Beautiful Day,2012,8.2,62,"
Animation, Comedy, Drama            ",Not Rated
35,Il Sorpasso,1962,8.2,105,"
Comedy, Drama            ",Not Rated
36,Jo Jeeta Wohi Sikandar,1992,8.2,174,"
Comedy, Drama, Romance            ",Not Rated
37,The Grand Budapest Hotel,2014,8.1,99,"
Adventure, Comedy, Crime            ",R
38,"Three Billboards Outside Ebbing, Missouri",2017,8.1,115,"
Comedy, Crime, Drama            ",R
39,The Big Lebowski,1998,8.1,117,"
Comedy, Crime            ",R
40,Ratatouille,2007,8.1,111,"
Animation, Adventure, Comedy            ",G
41,Dead Poets Society,1989,8.1,128,"
Comedy, Drama            ",PG
42,Groundhog Day,1993,8.1,101,"
Comedy, Drama, Fantasy            ",PG
43,"Monsters, Inc.",2001,8.1,92,"
Animation, Adventure, Comedy            ",G
44,How to Train Your Dragon,2010,8.1,98,"
Animation, Action, Adventure            ",PG
45,The Iron Giant,1999,8.1,86,"
Animation, Action, Adventure            ",PG
46,Mary and Max,2009,8.1,92,"
Animation, Comedy, Drama            ",Not Rated
47,Paper Moon,1973,8.1,102,"
Comedy, Crime, Drama            ",PG
48,It Happened One Night,1934,8.1,105,"
Comedy, Romance            ",Passed
49,Mr. Smith Goes to Washington,1939,8.1,129,"
Comedy, Drama            ",Passed
50,Underground,1995,8.1,167,"
Comedy, Drama, Fantasy            ",Not Rated
1,It's a Wonderful Life,1946,8.6,130,"
Drama, Family, Fantasy            ",PG
2,Spirited Away,2001,8.6,125,"
Animation, Adventure, Family            ",PG
3,The Lion King,1994,8.5,88,"
Animation, Adventure, Drama            ",G
4,Spider-Man: Into the Spider-Verse,2018,8.4,117,"
Animation, Action, Adventure            ",PG
5,Coco,I) (2017,8.4,105,"
Animation, Adventure, Comedy            ",PG
6,WALL·E,2008,8.4,98,"
Animation, Adventure, Family            ",G
7,Toy Story,1995,8.3,81,"
Animation, Adventure, Comedy            ",G
8,Up,2009,8.3,96,"
Animation, Adventure, Comedy            ",PG
9,Toy Story 3,2010,8.3,103,"
Animation, Adventure, Comedy            ",G
10,The Kid,1921,8.3,68,"
Comedy, Drama, Family            ",Passed
11,Inside Out,I) (2015,8.2,95,"
Animation, Adventure, Comedy            ",PG
12,Klaus,2019,8.2,96,"
Animation, Adventure, Comedy            ",PG
13,Finding Nemo,2003,8.2,100,"
Animation, Adventure, Comedy            ",G
14,Harry Potter and the Deathly Hallows: Part 2,2011,8.1,130,"
Adventure, Family, Fantasy            ",PG-13
15,The Sound of Music,1965,8.1,172,"
Biography, Drama, Family            ",G
16,Ratatouille,2007,8.1,111,"
Animation, Adventure, Comedy            ",G
17,The Wizard of Oz,1939,8.1,102,"
Adventure, Family, Fantasy            ",PG
18,"Monsters, Inc.",2001,8.1,92,"
Animation, Adventure, Comedy            ",G
19,Hachi: A Dog's Tale,2009,8.1,93,"
Biography, Drama, Family            ",G
20,How to Train Your Dragon,2010,8.1,98,"
Animation, Action, Adventure            ",PG
21,The Iron Giant,1999,8.1,86,"
Animation, Action, Adventure            ",PG
22,A Christmas Carol,1951,8.1,86,"
Drama, Family, Fantasy            ",TV-PG
23,The Circus,1928,8.1,72,"
Comedy, Family, Romance            ",Passed
24,The Princess Bride,1987,8,98,"
Adventure, Family, Fantasy            ",PG
25,Fiddler on the Roof,1971,8,181,"
Drama, Family, Musical            ",G
26,Zootopia,2016,8,108,"
Animation, Adventure, Comedy            ",PG
27,The Incredibles,2004,8,115,"
Animation, Action, Adventure            ",PG
28,Beauty and the Beast,1991,8,84,"
Animation, Family, Fantasy            ",G
29,Aladdin,1992,8,90,"
Animation, Adventure, Comedy            ",G
30,Soul,2020,8,100,"
Animation, Adventure, Comedy            ",PG
31,Wolfwalkers,2020,8,103,"
Animation, Action, Adventure            ",PG
32,Song of the Sea,2014,8,93,"
Animation, Adventure, Drama            ",PG
33,Captains Courageous,1937,8,117,"
Adventure, Drama, Family            ",G
34,The Cameraman,1928,8,76,"
Comedy, Drama, Family            ",Passed
35,My Grandfather's People,2011,8,126,"
Comedy, Drama, Family            ",N/A
36,A Christmas Story,1983,7.9,93,"
Comedy, Family            ",PG
37,Harry Potter and the Prisoner of Azkaban,2004,7.9,142,"
Adventure, Family, Fantasy            ",PG
38,E.T. the Extra-Terrestrial,1982,7.9,115,"
Adventure, Family, Sci-Fi            ",PG
39,Shrek,2001,7.9,90,"
Animation, Adventure, Comedy            ",PG
40,Fantastic Mr. Fox,2009,7.9,87,"
Animation, Adventure, Comedy            ",PG
41,The Nightmare Before Christmas,1993,7.9,76,"
Animation, Family, Fantasy            ",PG
42,Wonder,I) (2017,7.9,113,"
Drama, Family            ",PG
43,Toy Story 2,1999,7.9,92,"
Animation, Adventure, Comedy            ",G
44,Miracle on 34th Street,1947,7.9,96,"
Comedy, Drama, Family            ",Not Rated
45,The Ten Commandments,1956,7.9,220,"
Adventure, Drama, Family            ",G
46,Togo,2019,7.9,113,"
Adventure, Biography, Drama            ",PG
47,Kes,1969,7.9,111,"
Drama, Family            ",PG-13
48,Puss in Boots: The Last Wish,2022,7.8,102,"
Animation, Adventure, Comedy            ",PG
49,Mary Poppins,1964,7.8,139,"
Comedy, Family, Fantasy            ",G
50,Willy Wonka & the Chocolate Factory,1971,7.8,100,"
Family, Fantasy, Musical            ",G
1,The Dark Knight,2008,9,152,"
Action, Crime, Drama            ",PG-13
2,The Lord of the Rings: The Return of the King,2003,9,201,"
Action, Adventure, Drama            ",PG-13
3,The Lord of the Rings: The Fellowship of the Ring,2001,8.8,178,"
Action, Adventure, Drama            ",PG-13
4,Inception,2010,8.8,148,"
Action, Adventure, Sci-Fi            ",PG-13
5,The Lord of the Rings: The Two Towers,2002,8.8,179,"
Action, Adventure, Drama            ",PG-13
6,Kill Bill: The Whole Bloody Affair,2011,8.8,247,"
Action, Crime, Thriller            ",Not Rated
7,The Matrix,1999,8.7,136,"
Action, Sci-Fi            ",R
8,Star Wars: Episode V - The Empire Strikes Back,1980,8.7,124,"
Action, Adventure, Fantasy            ",PG
9,Star Wars,1977,8.6,121,"
Action, Adventure, Fantasy            ",PG
10,Terminator 2: Judgment Day,1991,8.6,137,"
Action, Sci-Fi            ",R
11,Léon: The Professional,1994,8.5,110,"
Action, Crime, Drama            ",R
12,Gladiator,2000,8.5,155,"
Action, Adventure, Drama            ",R
13,Avengers: Endgame,2019,8.4,181,"
Action, Adventure, Drama            ",PG-13
14,Raiders of the Lost Ark,1981,8.4,115,"
Action, Adventure            ",PG
15,The Dark Knight Rises,2012,8.4,164,"
Action, Drama            ",PG-13
16,Spider-Man: Into the Spider-Verse,2018,8.4,117,"
Animation, Action, Adventure            ",PG
17,Aliens,1986,8.4,137,"
Action, Adventure, Sci-Fi            ",R
18,Avengers: Infinity War,2018,8.4,149,"
Action, Adventure, Sci-Fi            ",PG-13
19,Black Friday,2004,8.4,143,"
Action, Crime, Drama            ",Not Rated
20,Top Gun: Maverick,2022,8.3,130,"
Action, Drama            ",PG-13
21,Heat,1995,8.3,170,"
Action, Crime, Drama            ",R
22,North by Northwest,1959,8.3,136,"
Action, Adventure, Mystery            ",Approved
23,Star Wars: Episode VI - Return of the Jedi,1983,8.3,131,"
Action, Adventure, Fantasy            ",PG
24,Dangal,2016,8.3,161,"
Action, Biography, Drama            ",Not Rated
25,Spider-Man: No Way Home,2021,8.2,148,"
Action, Adventure, Fantasy            ",PG-13
26,Die Hard,1988,8.2,132,"
Action, Thriller            ",R
27,Jurassic Park,1993,8.2,127,"
Action, Adventure, Sci-Fi            ",PG-13
28,Indiana Jones and the Last Crusade,1989,8.2,127,"
Action, Adventure            ",PG-13
29,1917,2019,8.2,119,"
Action, Drama, War            ",R
30,Batman Begins,2005,8.2,140,"
Action, Crime, Drama            ",PG-13
31,Kill Bill: Vol. 1,2003,8.2,111,"
Action, Crime, Drama            ",R
32,Warrior,2011,8.2,140,"
Action, Drama, Sport            ",PG-13
33,"Lock, Stock and Two Smoking Barrels",1998,8.2,107,"
Action, Comedy, Crime            ",R
34,V for Vendetta,2005,8.2,132,"
Action, Drama, Sci-Fi            ",R
35,Sherlock Jr.,1924,8.2,45,"
Action, Comedy, Romance            ",Passed
36,Mad Max: Fury Road,2015,8.1,120,"
Action, Adventure, Sci-Fi            ",R
37,Pirates of the Caribbean: The Curse of the Black Pearl,2003,8.1,143,"
Action, Adventure, Fantasy            ",PG-13
38,Blade Runner,1982,8.1,117,"
Action, Drama, Sci-Fi            ",R
39,The Terminator,1984,8.1,107,"
Action, Sci-Fi            ",R
40,Ford v Ferrari,2019,8.1,152,"
Action, Biography, Drama            ",PG-13
41,Logan,2017,8.1,137,"
Action, Drama, Sci-Fi            ",R
42,How to Train Your Dragon,2010,8.1,98,"
Animation, Action, Adventure            ",PG
43,Rush,I) (2013,8.1,123,"
Action, Biography, Drama            ",R
44,The Iron Giant,1999,8.1,86,"
Animation, Action, Adventure            ",PG
45,The General,1926,8.1,67,"
Action, Adventure, Comedy            ",Passed
46,White Heat,1949,8.1,114,"
Action, Crime, Drama            ",Not Rated
47,Safety Last!,1923,8.1,74,"
Action, Comedy, Thriller            ",Not Rated
48,Everything Everywhere All at Once,2022,8,139,"
Action, Adventure, Comedy            ",R
49,Dune,2021,8,155,"
Action, Adventure, Drama            ",PG-13
50,Blade Runner 2049,2017,8,164,"
Action, Drama, Mystery            ",R
1,The Lord of the Rings: The Return of the King,2003,9,201,"
Action, Adventure, Drama            ",PG-13
2,The Lord of the Rings: The Fellowship of the Ring,2001,8.8,178,"
Action, Adventure, Drama            ",PG-13
3,Inception,2010,8.8,148,"
Action, Adventure, Sci-Fi            ",PG-13
4,The Lord of the Rings: The Two Towers,2002,8.8,179,"
Action, Adventure, Drama            ",PG-13
5,"The Good, the Bad and the Ugly",1966,8.8,178,"
Adventure, Western            ",Approved
6,Star Wars: Episode V - The Empire Strikes Back,1980,8.7,124,"
Action, Adventure, Fantasy            ",PG
7,Interstellar,2014,8.6,169,"
Adventure, Drama, Sci-Fi            ",PG-13
8,Star Wars,1977,8.6,121,"
Action, Adventure, Fantasy            ",PG
9,Spirited Away,2001,8.6,125,"
Animation, Adventure, Family            ",PG
10,Gladiator,2000,8.5,155,"
Action, Adventure, Drama            ",R
11,Back to the Future,1985,8.5,116,"
Adventure, Comedy, Sci-Fi            ",PG
12,The Lion King,1994,8.5,88,"
Animation, Adventure, Drama            ",G
13,Avengers: Endgame,2019,8.4,181,"
Action, Adventure, Drama            ",PG-13
14,Raiders of the Lost Ark,1981,8.4,115,"
Action, Adventure            ",PG
15,Spider-Man: Into the Spider-Verse,2018,8.4,117,"
Animation, Action, Adventure            ",PG
16,Aliens,1986,8.4,137,"
Action, Adventure, Sci-Fi            ",R
17,Avengers: Infinity War,2018,8.4,149,"
Action, Adventure, Sci-Fi            ",PG-13
18,Coco,I) (2017,8.4,105,"
Animation, Adventure, Comedy            ",PG
19,WALL·E,2008,8.4,98,"
Animation, Adventure, Family            ",G
20,Inglourious Basterds,2009,8.3,153,"
Adventure, Drama, War            ",R
21,2001: A Space Odyssey,1968,8.3,149,"
Adventure, Sci-Fi            ",G
22,North by Northwest,1959,8.3,136,"
Action, Adventure, Mystery            ",Approved
23,Star Wars: Episode VI - Return of the Jedi,1983,8.3,131,"
Action, Adventure, Fantasy            ",PG
24,Toy Story,1995,8.3,81,"
Animation, Adventure, Comedy            ",G
25,Up,2009,8.3,96,"
Animation, Adventure, Comedy            ",PG
26,Lawrence of Arabia,1962,8.3,218,"
Adventure, Biography, Drama            ",Approved
27,Toy Story 3,2010,8.3,103,"
Animation, Adventure, Comedy            ",G
28,Spider-Man: No Way Home,2021,8.2,148,"
Action, Adventure, Fantasy            ",PG-13
29,Jurassic Park,1993,8.2,127,"
Action, Adventure, Sci-Fi            ",PG-13
30,Indiana Jones and the Last Crusade,1989,8.2,127,"
Action, Adventure            ",PG-13
31,Inside Out,I) (2015,8.2,95,"
Animation, Adventure, Comedy            ",PG
32,Klaus,2019,8.2,96,"
Animation, Adventure, Comedy            ",PG
33,Finding Nemo,2003,8.2,100,"
Animation, Adventure, Comedy            ",G
34,Monty Python and the Holy Grail,1975,8.2,91,"
Adventure, Comedy, Fantasy            ",PG
35,The Bridge on the River Kwai,1957,8.2,161,"
Adventure, Drama, War            ",PG
36,The Great Escape,1963,8.2,172,"
Adventure, Drama, History            ",Approved
37,The Treasure of the Sierra Madre,1948,8.2,126,"
Adventure, Drama, Western            ",Passed
38,The Wages of Fear,1953,8.2,131,"
Adventure, Drama, Thriller            ",Not Rated
